Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
201763,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201762,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201761,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201760,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201759,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201758,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201757,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201756,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201755,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201754,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201753,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201752,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201751,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201750,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201749,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201748,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201747,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201746,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201745,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201744,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201743,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201742,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201741,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201740,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201739,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201738,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201737,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201736,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201735,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201734,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201733,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201732,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201731,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201730,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201729,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201728,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201727,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201726,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201725,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201724,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201723,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201722,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201721,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201720,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201719,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201718,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201717,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201716,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201710,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201700,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201649,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201647,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201646,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201645,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201644,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201643,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201624,NO,ESTADO,MINISTERIO DEL INTERIOR,FUNDACIÓN VÍCTIMAS DEL TERRORISMO,31/03/2014,EDSC del año,
201617,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201616,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201615,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201614,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201613,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201612,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201611,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201610,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201609,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201608,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201607,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201606,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201605,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201604,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201603,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201602,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201601,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201600,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201599,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201598,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201597,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201596,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201595,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201594,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201593,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201592,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201591,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201590,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201589,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201588,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201587,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201586,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201585,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201584,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201583,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201582,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201581,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201580,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201579,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201578,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201577,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201576,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201575,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201574,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201573,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201572,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201485,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/03/2014,EDSC del año,
201484,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/03/2014,EDSC del año,
201483,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/03/2014,EDSC del año,
201482,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/03/2014,EDSC del año,
201481,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/03/2014,EDSC del año,
201475,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201381,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201380,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201379,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201378,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201377,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201376,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201375,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201374,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201373,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201372,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201371,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201370,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201369,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201368,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201367,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201366,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201365,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201364,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201363,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201362,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201361,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201343,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201323,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201320,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201316,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201315,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201314,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201313,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201312,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201311,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201310,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201309,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201308,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201307,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201306,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201305,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
201304,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,31/03/2014,EDSC del año,
