Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
20142014267911,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO DE ASTROFÍSICA DE CANARIAS,10/09/2014,Res.24/02/2014, del IAC , por la que se publica convocatoria becas de verano dirigidas a estudiantes universitarios, que estén cursando el último curso de grado o máster para su formación en la investigación astrofísica.,
20142014262511,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO DE ASTROFÍSICA DE CANARIAS,10/09/2014,Res 21/02/2014, del IAC, por la que se publica convocatoria becas de verano para la formación en desarrollo tecnológico dirigidas a recién licenciados y a estudiantes universitarios de tit.sup q estén cursando los últimos cursos de la carrera.,
2014201460939911,NO,ESTADO,MINISTERIO DE DEFENSA,SECRETARÍA GENERAL DE POLÍTICA DE DEFENSA,09/09/2014,Orden DEF/2428/2013,de 29 de noviembre,por la que se convocan subvenciones para promover la cultura de defensa, fomentando el conocimiento de la defensa como elemento esencial para garantizar la seguridad de España y de los españoles, año 2014.,
2014201427201101,NO,ESTADO,MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES,SUBSECRETARÍA DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES,05/09/2014,Convenio de Colaboración entre el Ministerio de la Presidencia y la Fundación Príncipe de Asturias para el otorgamiento de una subvención en el ejercicio 2014,
20142014346311,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,AGENCIA ESPAÑOLA DE SEGURIDAD ALIMENTARIA Y NUTRICIÓN,20/08/2014,convocan subvenciones a las asociaciones de consumidores y usuarios, de ámbito estatal, destinadas a promover el asociacionismo de consumo y la realización de actividades de información, defensa y protección de derechos de los consumidores,ejerc 2014,
2014201457107901,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,09/08/2014,Subvención a la Diputación Provincial de Cuenca para la realización de pequeñas obras de rehabilitación de la cubierta del edificio del antiguo Convento de las Carmelitas Descalzas, sede de la Fundación Antonio Pérez.,
2014201457107801,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,09/08/2014,Subvención al  Obispado de Cuenca para la rehabilitación de la cubierta en las fachadas de la capilla del Espíritu Santo de la Catedral de Cuenca,
2014201457107701,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,09/08/2014,Junta de Cofradías de la Semana Santa de Cuenca, para la celebración de la Semana Santa y realización de diferentes proyectos culturales a desarrollar por dicha institución durante el año 2014,
2014201457107601,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,09/08/2014,Fundación de la Semana de Música Religiosa de Cuenca para la realización de la 53 Semana de Música Religiosa (2014),
2014201457107501,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,09/08/2014,Fundación Antonio Pérez, para la realización de diferentes actividades culturales incluidas en su programación anual durante el año 2014.,
2014201457107401,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,09/08/2014,Fundación Antonio Saura para el desarrollo de la actividad de la Fundación (2014).,
2014201457107301,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,09/08/2014,Fundación de Cultura  Ciudad de Cuenca para el desarrollo y ejecución de las actividades programadas para el año 2014,
2014201465860711,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO GEOLÓGICO Y MINERO DE ESPAÑA (IGME),05/08/2014,CONVOCATORIA 2014 SOCIEDAD GEOLÓGICA DE ESPAÑA,
2014201465860611,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO GEOLÓGICO Y MINERO DE ESPAÑA (IGME),05/08/2014,CONVOCATORIA 2014 ASOCIACIÓN DE EDITORES DE MADRID,
2014201465860511,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO GEOLÓGICO Y MINERO DE ESPAÑA (IGME),05/08/2014,CONVOCATORIA 2014 SOCIEDAD ESPAÑOLA DE PALEONTOLOGÍA,
2014201465860411,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO GEOLÓGICO Y MINERO DE ESPAÑA (IGME),05/08/2014,CONVOCATORIA 2014 GEOLÓGOS DEL MUNDO,
201120082105141,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,01/08/2014,Ayudas para proyectos de investigación y acciones complementarias 2009. Anualidad 2011. (RTA2009, GEN2009),
20122012294101,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,31/07/2014,Recursos y Tecnologías Agrarias en coordinación con las CCAA y Acciones Complementarias 2012. AC2012, RTA2012 Y GEN2012 (CONV. UNICA 3 ANUALIDADES),
20142014372501,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,31/07/2014,Resolución de 26 de diciembre de 2014, del Instituto Nacional de las Artes Escénicas y de la Música, por la que se convocan ayudas a la difusión del teatro y del circo y a la comunicación teatral y circense en 2014,
2008200874241701,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,DIRECCIÓN GENERAL DE COOPERACIÓN AUTONÓMICA Y LOCAL,31/07/2014,PROYECTOS DE MODERNIZACIÓN ADMINISTRATIVA,
201320131160501,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,31/07/2014,Convocatoria de subvenciones a las Organizaciones No Gubernamentales de Desarrollo para la realización de Convenios de Cooperación al Desarrollo,
201420141361611,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA,30/07/2014,SUBVENCIÓN NOMINATIVA A LA FEDERACIÓN NACIONAL DE COMUNIDADES DE REGANTES DE ESPAÑA (FENACORE), PARA GASTOS DE FORMACIÓN, ASESORAMIENTO Y APOYO A  LAS COMUNIDADES DE REGANTES DE ESPAÑA,
20142014236901,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA,30/07/2014,Resoluci¢n 28/02/2014, del INAP, se convocan para 2014 subvenciones formacion AFEDAP.,
2014201470870201,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,30/07/2014,Convenio de colaboración entre la A.G.E. y la C.A. de Cantabria sobre financiación complementaria del Plan Director del Hospital Universitario Marqués de Valdecilla, de Santander,
20122012908601,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,DIRECCIÓN GENERAL DE NACIONES UNIDAS, ORGANISMOS INTERNACIONALES Y DERECHOS HUMANOS,30/07/2014,REOLUCIÓN DE 25 DE JUNIO DE 2012, DE LA SECRETARÍA DE ESTADO DE ASUNTOS EXTERIORES, POR LA QUE SE CONVOCAN SUBVENCIONES CORRSPONDIENTES AL AÑO 2012 PARA LA REALIZACIÓN DE ACTIVIDADES DIRIGIDAS A LA DIVULGACIÓN, PROMOCIÓN Y DEFENSA DE LOS DERECHOS HUMANOS.,
201420142074401,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,29/07/2014,Ley 22/2013 de 23 de diciembre de 2013 Presupuestos Generales del Estado para 2014 (B.O.E. nº.309),
2014201467740041,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III F.S.P.,28/07/2014,ACERCATE 2014,
2014201467740141,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III F.S.P.,24/07/2014,CICERONE 2014,
20142014700601,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,24/07/2014,Resol. 11 junio 2014 del Inst Juvent por la que convoca la concesión de subv. para  mantenimiento, funcionamiento y equipamiento de asoc. juveniles,  organizac.juveniles y entidades prestadoras de servicios a la juventud de ámbito estatal para el año 2014,
20142014717901,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,23/07/2014,Resolución de 25 de junio de 2014, del Instituto de la Juventud , por la que se convocan las Ayudas para la Creación Joven, en el año 2014.,
20142014173301,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,23/07/2014,Subv.ámbito colaboración Corp. Locales para contratac. trabajadores desempleados realizac. obras y serv. inter.gral. D.P. Ceuta,
20142014123101,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,23/07/2014,Subv. para acciones de orientación profesional para el empleo y asistencia para el autoempleo a entidades colaboradoras D.P. Ceuta,
20142014100601,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,23/07/2014,Subvenciones públicas a programas de Escuelas Taller y Casas de Oficios y Talleres de Empleo.  D.P. Ceuta,
20142014100501,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,23/07/2014,Subvenciones ámbito colaboración Corp. locales para contratac. trabajadores jóvenes desempleados realizac. obras y serv. int. gral.,
2014201420605811,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE LA GUARDIA CIVIL,19/07/2014,Addenda al Convenio Marco entre el Ministrio del Interior (DGGC) y la Fundación Guardia Civil,
2014201420605711,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE LA GUARDIA CIVIL,19/07/2014,Addenda al Convenio Marco de colaboración entre el Ministerio del Interior (DGGC) y la Asociación Prohuérfanos de la Guardia Civil,
2009200974241801,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,DIRECCIÓN GENERAL DE COOPERACIÓN AUTONÓMICA Y LOCAL,19/07/2014,PROYECTO DE MODERNIZACION ADMINISTRATIVA  2009,
20142011461121,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,SECRETARÍA GENERAL DE PESCA,18/07/2014,RESOLUCION DE 24/FEBRERO/2011 DEL FONDO DE REGULACION Y ORGANIZACION DEL MERCADO DE PRODUCTOS DE PESCA Y CULTIVOS MARINOS, CONVOCAN BECAS DE PERFECCIONAMIENTO TECNICO-PROFESIONAL PARA TITULADOS SUPERIORES AREA DE COMERCIALIZACION PESQUERA,
20142014194001,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,17/07/2014,Resolución de 21 de febrero de 2014, del Instituto de la Juventud, por la que se convoca la concesión de ayudas para la realización de actividades financiadas por la Comisión Europea en el capítulo de Juventud del Programa de acción comunitario Erasmus+,
20142014498301,NO,ESTADO,MINISTERIO DE SANIDAD,DIRECCIÓN GENERAL DE SALUD PÚBLICA Y EQUIDAD EN SALUD,17/07/2014,Orden SSI/759/2914 de 5 de mayo por la que se convocan subvencioes a entidades de cualquier titularidad sin ánimo de lucro destinadas a la financiación de programas de prevención y control del VIH y sida para el 2014,
20142014667601,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,17/07/2014,Resolución de 3 de junio de 2014, de la Presidencia del CSD, por la que se convocan ayudas a CC.AA. para actividad en CTD y CETD, en el año 2014.,
20132013116301,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA,16/07/2014,Resolución de 24 de enero de 2013, de la Secretaría de Estado de Infraestructuras, Transporte y Vivienda, por la que se convocan ayudas a las sociedades de garantía recíproca que operen en el sector del transporte por carretera,
20132013116201,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA,16/07/2014,Resolución de 24 de enero de 2013, de la Secretaría de Estado de Infraestructuras, Transporte y Vivienda, por la que se convocan ayudas a transportistas autónomos por carretera que abandonen la actividad,
20132013116111,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA,16/07/2014,Resolución de 24 de enero de 2013, de la Secretaría de Estado de Infraestructuras, Transporte y Vivienda, por la que se convocan ayudas para la formación en relación con el transporte por carretera,
20132013116101,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,DIRECCIÓN GENERAL DE TRANSPORTE POR CARRETERA,16/07/2014,Resolución de 24 de enero de 2013, de la Secretaría de Estado de Infraestructuras, Transporte y Vivienda, por la que se convocan ayudas para la formación en relación con el transporte por carretera,
20142014124001,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE MELILLA,15/07/2014,Subvenciones para acciones de orientación profesional para el empleo y asistencia para el autoempleo. Entidades si ánimo lucro.,
2014201485801,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE MELILLA,15/07/2014,Subvenciones Corporaciones Locales.  Trabajadores desempleados.  Obras de interés general y social D.P. de Melilla,
20142014705001,NO,ESTADO,MINISTERIO DE SANIDAD,DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS,12/07/2014,Resolución de 10 de junio de 2014, de la Secretaria de Estado de Servicios Sociales e Igualdad, por la que se convoca la concesión de ayudas económicas para el desarrollo de proyectos de investigación sobre drogodependencias en el año 2014.,
20142014592301,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Formación e inserción de demandantes de empleo en tecnologías de la información y de las comunicaciones. TIC y economía digital.,
20142014581501,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Colaboración con Órganos Admon. Gral. e Inst. sin ánimo de lucro que contraten trabajadores desemple. para realiz. obras interés. gral.,
20142008515841,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Becas y/o ayudas a alumnos y subvenciones a centros y entidades de formación profesional para el empleo para desempleados,
201420071127001,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Subvenciones al programa de empleo autónomo.,
201419982687701,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Integración laboral de minusválidos en Centros Especiales de Empleo,
201419971373911,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Programa de fomento de empleo agrario en Andalucía y Extremadura (PFEA),
20141983117401,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Subvenciones para fomentar el empleo indefinido de trabajadores discapacitados,
201220121074801,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Planes de formación, de ámbito estatal, dirigidos prioritariamente a las personas ocupadas.,
200420041548801,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,03/07/2014,Contrato Programa,
20142014539011,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,DIRECCIÓN GENERAL DE POLÍTICA COMERCIAL,02/07/2014,Orden ECC/825/2014, de 6 de mayo, por la que se convocan para el año 2014 los Premios Nacionales de Comercio Interior,
20142014539001,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,DIRECCIÓN GENERAL DE POLÍTICA COMERCIAL,02/07/2014,Orden ECC/825/2014, de 6 de mayo, por la que se convocan para el año 2014 los Premios Nacionales de Comercio Interior,
200920091349801,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,02/07/2014,02.-Real Decreto Ley 12/2009, de 13 de agosto,
20092009864201,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,02/07/2014,Resolución de 6 de mayo de 2009, de la Subsecretaría, por la que se convocan subvenciones destinadas a entidades locales adscritas a los Planes de Emergencia Nuclear,
200920071839301,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,02/07/2014,03.-RD-10/07:R.D.L. Tormentas e inundaciones en C. Valenciana,
200920071488401,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,02/07/2014,04.-RD-7/2007:R.D.L. Incendios en C.A. de Canarias,
200920071235301,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,02/07/2014,05.-RD-5/07: R.D.L. Tormentas lluvias y granizo, varias CC.AA.,
20092005457301,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,02/07/2014,01.-RD-307/05: R.D.  Ministerio del Interior (normativa general),
2014201467740431,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III F.S.P.,01/07/2014,PRE DOCTORALES 2014,
278214,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,FUNDACIÓN ICO,30/06/2014,EDSC del año,
278204,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,FUNDACIÓN ICO,30/06/2014,EDSC del año,
278200,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,FUNDACIÓN ICO,30/06/2014,EDSC del año,
278198,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,FUNDACIÓN ICO,30/06/2014,EDSC del año,
270775,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
270157,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
270065,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
269941,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
264296,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
264172,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263990,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263729,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263700,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263689,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263572,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263553,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263502,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263150,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
263124,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
262977,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
262976,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
262575,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
262556,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
261936,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
261396,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
261361,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
261309,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
261281,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
260015,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
259859,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259857,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259679,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259657,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259582,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259522,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,FUNDACIÓN ICO,30/06/2014,EDSC del año,
259507,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259498,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259496,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259495,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259416,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259414,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259413,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,30/06/2014,EDSC del año,
259368,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
259332,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,30/06/2014,EDSC del año,
