Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
463895,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,27/06/2019,Convocatoria de las subvenciones directas de intervenciones de rehabilitación y restauración de inmuebles de valor histórico y patrimonial en el casco antiguo de Cuenca, en el ejercicio 2019,
463835,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,26/06/2019,Programa Rutas científicas, artísticas y literarias. Otoño 2019,
463785,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,26/06/2019,Convocatoria de la subvención directa del Consorcio de la Ciudad de Cuenca a la Fundación Patronato de la Semana de Música Religiosa de Cuenca, en el ejercicio 2019.,
463643,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,25/06/2019,Resolución de 25 de junio de 2019, de la Secretaría de Estado de Educación y Formación Profesional, por la que se convocan becas de colaboración de estudiantes en departamentos universitarios para el curso académico 2019-2020,
463590,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,25/06/2019,ayuda transporte a 20 mandos policiales latinoamerica para asistir al Seminario Internac de Inteligencia Policial y Analisis en Materia Lucha Contra Delincuencia Organizada. en Bolivia,
463565,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,25/06/2019,Resolución de la Presidencia del Consejo Superior de Deportes por la que se convocan en el año 2019 ayudas para la protección social de los deportistas de alto nivel y el apoyo a los deportistas españoles que participen en competiciones internacionales.,
463497,NO,ESTADO,MINISTERIO DE IGUALDAD,INSTITUTO DE LAS MUJERES,24/06/2019,Resolución de 24 de junio de 2019 del Instituto de la Mujer y para la Igualdad de Oportunidades, por la que se convoca la concesión de subvenciones destinadas a apoyar al movimiento asociativo y fundacional,
463490,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,ADENDA+Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Misión Directa a AUSTRALIA+N.ZELANDA 2019 - 23 de octubre al 9 de noviembre de 2019,
463487,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,ADENDA+Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Misión Directa a TAILANDIA+MYANMAR 2019 - 2 al 9 de octubre de 2019,
463478,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,ADENDA2+Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria INTERCLEAN 2020 - Amsterdam (Países Bajos) - 3 a 6 noviembre 2020,
463477,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria MIDDLE EAST ELECTRICITY 2020 - Dubái (EAU)- 3 al 5 de marzo de 2020,
463476,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria  EQUIPAUTO 2019 - París (Francia) - 15 al 19 de octubre 2019,
463475,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,ADENDA+Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria AUTOMOTIVE MEETINGS- Bursa (Turquía) 2019 - 12 al 14 de noviembre 2019,
463472,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria AUTOMECHANIKA SHANGHAI 2019 - Shanghai (China) 3 al 6 de diciembre de 2019,
463458,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria EISENWARENMESSE 2020 - Colonia (Alemania) - 1 al 4 de marzo de 2020,
463455,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria SEMAINE DES CREATEURS II 2019  ParÍs (Francia) - 23 septiembre-1 octubre 2019,
463453,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria TOKYO LEATHER FAIR - TLF 2019 - Tokio (Japón) - 4 al 5 de diciembre de 2019,
463421,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Jornada Técnica JTEC en México ICEX 2019 - Ciudad de México (México) - 16 de octubre de 2019,
463412,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/06/2019,Resolución de 20 de junio de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Jornada Técnica de MIAMI 2019 - Miami (EE.UU.) - 11 al 12 de diciembre de 2019,
463333,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,21/06/2019,Resolución de la Secretaría de Estado de Educación y Formación Profesional por la que se convocan ayudas para la adquisición de libros de texto y material didáctico e informático para alumnos matriculados en centros docentes españoles en el exterior.,
463309,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,21/06/2019,Programa de Apoyo Educativo (PAE) 2019-2020,
463276,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE ALIMENTACIÓN,21/06/2019,Convocatoria Premio Alimentos de España Mejores Quesos, año 2019,
463246,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,21/06/2019,CONVOCATORIA BECAS FULBRIGHT 2019,
463017,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS,20/06/2019,Real Decreto 286/2019, de 22 de abril, por el que se regula la concesión directa de dos subvenciones a la Universidad Politécnica de Madrid y al Servicio de Salud del Principado de Asturias, en materia de seguridad minera,
462977,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS,20/06/2019,Real Decreto 286/2019, de 22 de abril, por el que se regula la concesión directa de dos subvenciones a la Universidad Politécnica de Madrid y al Servicio de Salud del Principado de Asturias, en materia de seguridad minera,
462791,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,19/06/2019,Convocatoria del procedimiento de concesión de ayudas en régimen de concurrencia competitiva para el fomento de la investigación científica de excelencia, María de Guzmán,
462771,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,19/06/2019,Convocatoria Instrumental Mauritania 2018 Desarrollo Rural Ganaderia Piles y Cueros,
462624,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,18/06/2019,Ayudas para la realización de actividades por parte de confederaciones, federaciones y asociaciones de alumnos para 2019,
462534,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/06/2019,XI edición del Premio Nacional de Educación para el desarrollo Vicente Ferrer.,
462342,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA,18/06/2019,Resolución de 17 de junio de 2019 del INAP por la que se convoca el Premio INAP 2019 para tesis doctorales,
462285,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,17/06/2019,Convocatoria de ayudas para cursos de formación dirigidos a profesores extranjeros de español que ejercen en el exterior 2019,
462235,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES CARLOS III F.S.P.,17/06/2019,Programa INVESMIR SEC-CNIC 2019: proyecto de investigación en los laboratorios del CNIC.,
462223,NO,ESTADO,MINISTERIO DE DEFENSA,EJÉRCITO DE TIERRA,17/06/2019,FALLO DE LOS PREMIOS EJÉRCITO 2019,
462113,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO,17/06/2019,Resolución de 14 de junio de 2019 de la Universidad Internacional Menéndez Pelayo por la que se convocan ayudas para la realización de prácticas académicas en esta universidad durante el curso 2018-2019,
461981,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,14/06/2019,Resolución de la Dirección General del Instituto de la Cinematografía y de las Artes Audiovisuales, por la que se convocan ayudas para la organización de festivales y certámenes cinematográficos en España durante el año 2019,
461883,NO,ESTADO,MINISTERIO DE DEFENSA,SECRETARÍA GENERAL DE POLÍTICA DE DEFENSA,14/06/2019,Orden Ministerial 26/2019, de 13 de junio, por la que se convocan los Premios Defensa 2019,
461847,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,SECRETARÍA GENERAL TÉCNICA,14/06/2019,Resolución de 10 de junio de 2019, por la que se convocan becas para la realización de prácticas formativas para personas con discapacidad intelectual en el Ministerio de Educación y Formación Profesional año 2019,
461824,NO,ESTADO,MINISTERIO DE DEFENSA,INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL ESTEBAN TERRADAS (INTA),14/06/2019,Resolución de 13 de junio de 2019 del Director General del Instituto Nacional de Técnica Aeroespacial Esteban Terradas por la que se convocan becas de formación,
461524,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,12/06/2019,Resolución de 11 de junio de 2019 por la que se convoca para 2019 la concesión de subvenciones del Programa de Inversiones de empresas extranjeras en actividades de I+D de ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, E.P.E., M.P.,
461417,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,12/06/2019,Resolución de 12 de junio de 2019, por la que se convocan ayudas de transporte y comedor escolar para alumnos de centros públicos de Ceuta y Melilla curso 2019/2020,
460992,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,11/06/2019,Ayudas para proyectos de conservación, protección y difusión de bienes declarados Patrimonio Mundial 2019,
460729,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,10/06/2019,Convocatoria de subvenciones a conceder en régimen de concurrencia competitiva para el desarrollo y potenciación de las actividades culturales y turísticas del casco antiguo de Cuenca, para el año 2019.,
460718,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,10/06/2019,Convocatoria de subvenciones a conceder en régimen de concurrencia competitiva para la organización de congresos, jornadas, seminarios y otras actividades de promoción de la ciudad, en el año 2019.,
460465,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,07/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PREMIÈRE VISION PARÍS II 2019 - París (Francia) - 17 al 19 de septiembre 2019,
460457,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,07/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria FILO 2019 - Milán (Italia) - 11 al 12 de septiembre 2019,
460405,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,07/06/2019,Resolución de 28 de mayo de 2019 del Instituto de la Juventud, por la que se convoca el Certamen Nacional de Jóvenes Emprendedores para el año 2019,
460334,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,06/06/2019,Resolución de 6 de junio de 2019, de la Secretaría de Estado de Universidades, Investigación, Desarrollo e Innovación, por la que se convocan subvenciones para el desarrollo de la VIII edición del Programa Campus Inclusivos, Campus sin Límites. Convocat,
460295,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,SECRETARÍA GENERAL DE PESCA,06/06/2019,Orden de 27 de mayo 2019, por la que se convoca, para el año 2019, la concesión  de ayudas a las organizaciones de productores y sus asociaciones, del sector de los productos de la pesca y de la acuicultura, para la preparacion y aplicación de los planes,
459821,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,05/06/2019,SUBVENCIÓN NOMINATIVA AYUNTAMIENTO MARBELLA PARA FINANCIAR ACTUACIONES Y LEY PGE 2018,
459801,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,SECRETARÍA GENERAL DE PESCA,05/06/2019,Orden del 24 de mayo de 2019 por la que se convoca para el año 2019 la concesión de subvenciones al fomento del asociacionismo a entidades asociativas representativas del sector pesquero,
459794,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,SECRETARÍA GENERAL DE FORMACIÓN PROFESIONAL,05/06/2019,Resolución de 4 de junio de 2019, de la Secretaria de Estado de Educación y Formación Profesional, que convoca ayuda a ent. local. territ. y ent. públ. dependientes de las entid loc territ. para mantenimiento de aula mentor,
459680,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,SECRETARÍA GENERAL DE FORMACIÓN PROFESIONAL,04/06/2019,Resolución de 4 de junio de 2019, de la Secretaria de Estado de Educación y Formación Profesional por la que se convocan Premios Miguel Hernández, edición 2019,
459500,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,04/06/2019,Resolución de 4 de junio de 2019 la Secretaría de Estado de Educación y Formación Profesional por la que se convoca el Concurso Nacional de Buenas Prácticas en centros docentes educativos,
459436,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Misión Estudio a PAKISTAN 2019 - 21 al 25 de octubre 2019,
459432,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,ADENDA+Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Misión Comercial a KAZAJISTAN - 23 al 25 de septiembre 2019,
459420,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Misión Directa a RUSIA 2019 - 12 al 24 de noviembre 2019,
459416,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Misión Directa a CAMERÚN 2019 - 12 al 15 de noviembre 2019,
459407,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,ADENDA + Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria EXPOAGROALIMENTARIA 2019 - Guanajuato (México) - 12 al 15/11/ 2019,
459387,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria SIMPOSIUM NACIONAL FUNDICIÓN METALES -  San Luis Potosí (México) 2-4 oct. 2019,
459382,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria METAFO 2019 - Teherán (Irán) - 29 de noviembre a 2 de diciembre 2019,
459372,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,ADENDA + Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria TECNOAGRO 2019 - Chiclayo (Perú) - 23 al 25 de octubre 2019,
459362,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria SICAM 2019 - Pordenone (Italia) - 15 al 18 de octubre 2019,
459353,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para un Stand Informativo en la Feria ITM MÉXICO 2019 - Guanajuato (México) - 9 al 11 de octubre 2019,
459334,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Jornada Técnica CIRCULART 2019 - Medellín (Colombia) - 7 al 10 de noviembre 2019,
459329,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria SLEEP + EAT EVENT 2019 - Londres (Reino Unido) - 19 al 20 de noviembre 2019,
459313,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria COPENHAGEN INTERNATIONAL FASHION FAIR: CIFF II - Copenhague - 7-9 agosto 2019,
459294,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,AGENCIA ESPAÑOLA DE SEGURIDAD ALIMENTARIA Y NUTRICIÓN,03/06/2019,Subvenciones Juntas Arbitrales de Consumo 2019,
459278,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria MUNICH FABRIC START - Munich (Alemania) + FICHA - 3-5 septiembre 2019,
459267,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,03/06/2019,Resolución de 23 de mayo de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria JIS, JEWELERS INTERNATIONAL SHOWCASE 2019 - Miami (EE.UU)  4- 7 de octubre 2019,
459211,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO,03/06/2019,Resolución de 8 de mayo de 2019, de la Universidad Internacional Menéndez Pelayo, por la que se convocan ayudas para participar en el Aula de Verano Ortega y Gasset de 2019,
459184,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,03/06/2019,Convocatoria de subvenciones a Acciones de Cooperación para el Desarrollo 2019 para la realización de proyectos de innovación para el desarrollo,
459077,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,31/05/2019,CONVOCATORIA FORMACIÓN 2019,
459071,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,31/05/2019,CONVOCATORIA FORMACIÓN 2019,
458938,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE TERUEL,30/05/2019,Convocatoria para la concesión de subvenciones para la contratación de trabajadores desempleados en la realización de obras y servicios de interés general y social afectos al programa de fomento del empleo agrario. Teruel. Año 2019,
458531,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,29/05/2019,Resolución del Instituto de la Cinematografía y de las Artes Audiovisuales, por la que se convocan ayudas para la distribución de películas de largometraje y conjuntos de cortometrajes españoles, comunitarios e iberoamericanos para el año 2019.,
458310,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE HUELVA,28/05/2019,Subvenciones para proyectos de obras y servicios de interes general y social y de garantia de rentas dentro del acuerdo SEPE-CCLL y afectados al programa de Fomento de Empleo Agrario 2019,
458263,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CÁDIZ,28/05/2019,Programa de Fomento de EMpleo Agrario en Andalucia y Extremadura 2019,
458128,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,28/05/2019,AYUDAS INJUVE PARA LA CREACION JOVEN 2019/2020,
458106,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,28/05/2019,CONVOCATORIA PARA LA CONCESIÓN DE SUBVENCIONES A LOS PROGRAMAS DE ESCUELAS TALLER Y CASAS DE OFICIOS Y TALLERES DE EMPLEO, DE PROYECTOS DE COLABORACIÓN CON ÓRGANOS DE LA AGE PARA EL AÑO 2019,
458044,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/05/2019,Convocatoria Instrumental Ecuador 2019 Desarrollo Rural LAIF Territorio Demostrativo La Paquita,
458043,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/05/2019,Convocatoria Instrumental FICR 2018 Emergencias-Appeals y DREF,
