Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
736906,SI,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,CENTRO PARA EL DESARROLLO TECNOLÓGICO Y LA INNOVACIÓN E.P.E,29/12/2023,Resolución de 29 de diciembre de 2023 de la Presidencia del CDTI E.P.E., por la que se aprueba para el año 2023 de ayudas destinadas a Ecosistemas de Innovación en el marco del Plan Estatal de Investigación Científica y Técnica y de Innovación.,
735846,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la FERIA TUBE & WIRE - Dusseldorf (ALEMANIA) del 15 de abril de 2024 al 19 de abril de 2024,
735839,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria EXPOACERO - San Luis Potosí (MÉXICO) del 11 de marzo 2024 al 13 de marzo de 2024,
735816,SI,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,DIRECCIÓN GENERAL DE DERECHOS DE LA INFANCIA Y DE LA ADOLESCENCIA,27/12/2023,Real Decreto 1086/2023, de 12 de diciembre, por el que se regula la concesión directa de subvenciones a entidades del Tercer Sector (...)en el marco del Plan de Recuperación, Transformación y Resiliencia.,
735792,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria lAISTECH  - Columbus (Ohio) (EE.UU. COSTA ESTE) 6 mayo 2024 a 9 mayo 2024,
735782,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria LIGTH + BUILDING 2024 - Frankfurt (ALEMANIA) del 3 de marzo 2024 al 8 de marzo 2023,
735780,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria INTEGRATED SYSTEM EUROPE 2024 - Barcelona (ESPAÑA) 31 e enero 2024 a 2 febrero 2024,
735770,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Jornada Técnica BIO EUROPE SPRING 2024 - Barcelona (ESPAÑA) de 18 de marzo de 2024 al 27 de marzo de 2024,
735768,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Adenda+Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en Feria MEDICA 2024 - Dusseldorf (ALEMANIA) 11 noviembre de 2024 a 14 noviembre de 2024,
735759,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la FERIA INTERNACIONAL DEL LIBRO 2024 - Buenos Aires 25/04/2024 a 13/05/2024,
735756,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la FERIA DEL LIBRO INFANTIL - Bolonia (ITALIA) del 08 de abril 2024 al 11 de abril 2024,
735752,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Misión Comercial Directa a Perú - Lima (PERÚ) del 10 de abril 2024 al 20 de abril 2024,
735749,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Jornada Técnica (con motivo) de  BIME - Bogotá (COLOMBIA) del 8 de mayo de 2024 al 11 de mayo de 2024,
735748,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Jornada Técnica de LIBRO CIENTÍFICO- TÉCNICO 2024 - Pekín (CHINA) del 22 de junio de 2024 al 22 de junio,
735739,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/12/2023,Resolución de 21 de diciembre de 2023 de ICEX España Exportación e Inversiones, E.P.E. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria PREMIÉRE VISION 2024 - Paris (FRANCIA) 6 de febrero de 2024 a 8 de febrero de 2024,
735717,NO,ESTADO,MINISTERIO DE IGUALDAD,DIRECCIÓN GENERAL PARA LA IGUALDAD DE TRATO Y NO DISCRIMINACIÓN Y CONTRA EL RACISMO,27/12/2023,Subvención nominativa prevista en los PGE2023 a favor de la asociación ASNUCI para lucha contra la discriminación racial y combatir la infradenuncia de actos de discriminación racial en asentamientos informales,
735612,SI,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,DIRECCIÓN GENERAL DE ESTRATEGIA INDUSTRIAL Y DE LA PEQUEÑA Y MEDIANA EMPRESA,26/12/2023,Convocatoria anticipada de las ayudas de actuación integral para la descarbonización de la industria manufacturera como parte del PERTE de Descarbonización Industrial en el marco del Plan de Recuperación, Transformación y Resiliencia.,
735607,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,26/12/2023,Orden de 26 de diciembre de 2023 por la que se aprueba la convocatoria del año 2023 de ayudas a proyectos de colaboración público-privada (ayudas para actividades no económicas de organismos de investigación).,
735527,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,DELEGACIÓN DEL GOBIERNO EN CANARIAS,26/12/2023,Ttes, 2022, Real Decreto 552/2020, de 2 de junio, sobre compensación al transporte marítimo y aéreo de mercancías incluidas en el Anexo I del Tratado de Funcionamiento de la Unión Europea, con origen o destino en las Islas Canarias,
735519,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,PUERTOS DEL ESTADO,26/12/2023,Resolución de 21 de diciembre de 2023 del Presidente de Puertos del Estado, por la que se convocan ayudas públicas correspondientes al año 2023 para la innovación en el sector portuario Puertos 4.0, en las modalidades de IDEAS y PROYECTOS COMERCIALES,
735503,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,26/12/2023,SUBVENCIÓN A LA FUNDACIÓN MÁS FAMILIA PARA EL CUMPLIMIENTO DE SUS FINES Y DESARROLLO Y PROMOCIÓN DEL CERTIFICADO DE EMPRESA FAMILIARMENTE RESPONSABLE, DE ACUERDO CON LA LEY 31/2022, DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO DEL AÑO 2023,
735502,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,SECRETARÍA GENERAL DE PESCA,26/12/2023,CONVENIO ENTRE EL MAPA Y LA FUNDACION AZTI INSTRUMENTA SUBVENCION NOMITATIVA DESARROLLO DE ACTIVIDADES DE INVESTIGACION (ALIMENTACION, PESCA Y OCEANOGRAFIA),
735500,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,26/12/2023,SUBVENCIÓN A LA FEDERACIÓN ESPAÑOLA DE MUNICIPIOS Y PROVINCIAS PARA MEDIDAS DE APOYO A LA PARENTALIDAD POSITIVA , DE ACUERDO CON LO PREVISTO EN LA LEY 31/2022 DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO PARA EL AÑO 2023,
735498,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,26/12/2023,Resolución de 22 de diciembre de 2023 de la Secretaría de Estado de Educación, por la que se convocan plazas para auxiliares de conversación españoles en el extranjero para el curso académico 2024-2025.,
735490,NO,ESTADO,MINISTERIO DEL INTERIOR,FUNDACIÓN VÍCTIMAS DEL TERRORISMO,26/12/2023,Convocatoria de ayudas en colaboración en proyectos de apoyo a las víctimas del terrorismo 2024,
735457,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,INSTITUTO DE CRÉDITO OFICIAL,26/12/2023,Línea de avales ICO para la cobertura por cuenta del Estado de la financiación otorgada por entidades financieras a empresas y autónomos. RD-l 6/2022 Plan Nacional de respuesta a las consecuencias económicas y sociales de la guerra en Ucrania,
735421,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,26/12/2023,CONVENIO ENTRE LA ADMINISTRACIÓN GENERAL DEL ESTADO (MINISTERIO DE HACIENDA Y FUNCIÓN PÚBLICA) Y LA COMUNIDAD AUTÓNOMA DE LARIOJA PARA FINANCIAR PROYECTOS DE INVERSIÓN. REHABILITACIÓN Y REFORMA DE IES SAGASTA DE LOGROÑO,
735411,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,26/12/2023,CONVENIO ENTRE LA ADMINISTRACIÓN GENERAL DEL ESTADO Y LA ADMINISTRACIÓN DE LA GENERALITAT DE CATALUNYA PARA LA FINANCIACIÓN DELPROYECTO CATALUNYA MEDIA CITY,CONVENI ENTRE LADMINISTRACIÓ GENERAL DE LESTAT I LADMINISTRACIÓ DE LA GENERALITAT DE CATALUNYA PER AL FINANÇAMENT DEL PROJECTE CATALUNYA MEDIA CITY
735400,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,26/12/2023,CONVENIO ENTRE LA ADMINISTRACIÓN GENERAL DEL ESTADO Y LA COMUNIDAD AUTÓNOMA DE CANTABRIA PARA FINANCIAR PROYECTOS DE INVERSIÓN,
735377,SI,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,SECRETARÍA DE ESTADO DE TURISMO,25/12/2023,Ayudas para proyectos de digitalizacion de Ultima Milla en empresas del sector turistico. Mecanismo de Recuperacion y Resiliencia. Convocatoria 2023,
735073,SI,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,SECRETARÍA DE ESTADO DE DIGITALIZACIÓN E INTELIGENCIA ARTIFICIAL,22/12/2023,Convocatoria para la concesión de ayudas para la transformación digital de los sectores productivos estratégicos mediante la creación de demostradores y casos de uso de Espacios de Compartición de Datos en el marco del PRTR.,
735058,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,DIRECCIÓN GENERAL DE ESTRATEGIA INDUSTRIAL Y DE LA PEQUEÑA Y MEDIANA EMPRESA,22/12/2023,SUBVENCIÓN DESTINADA A LA FUNDACIÓN MUBIL DE LA DIPUTACIÓN FORAL DE GUIPÚZCOA PARA SU LABORATORIO DE INVESTIGACIÓN DE TRACCIÓN ELÉCTRICA E HIDRÓGENO,
735036,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA TRANSICIÓN JUSTA, O.A.,22/12/2023,AYUDAS DIRIGIDAS A PEQUEÑOS PROYECTOS DE INVERSIÓN QUE GENEREN O MANTENGAN EL EMPLEO, PROMOVIENDO EL DESARROLLO ALTERNATIVO DE LAS ZONAS MINERAS, PARA EL EJERCICIO 2023,
735029,NO,ESTADO,MINISTERIO DE VIVIENDA Y AGENDA URBANA,DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA,22/12/2023,CONVENIO DE COLABORACIÓN ENTRE LA DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA DEL MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA Y EL IAAC, INSTITUTO DE ARQUITECTURA AVANZADA DE CATALUÑA,
735020,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA TRANSICIÓN JUSTA, O.A.,22/12/2023,AYUDAS DIRIGIDAS A PROYECTOS EMPRESARIALES GENERADORES DE EMPLEO QUE PROMUEVAN EL DESARROLLO ALTERNATIVO DE LAS ZONAS MINERAS, PARA EL EJERCICIO 2023,
734902,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA DE ESTADO DE HACIENDA,22/12/2023,Contribución de España en 2023 a la secretaría del acuerdo multilateral entre autoridades competentes para el intercambio automático de información sobre mecanismos que eluden el estándar común de comunicación y estructuras extraterritoriales opacas.,
734897,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA DE ESTADO DE HACIENDA,22/12/2023,Contribución de España en 2023 a la secretaría del acuerdo multilateral entre autoridades competentes para el intercambio automático de información sobre rentas derivadas de plataformas digitales (OCDE), con cargo a la aplicación 15.05.923M.492.,
734891,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA DE ESTADO DE HACIENDA,22/12/2023,Contribución de España en 2023 a la secretaría del acuerdo multilateral entre autoridades competentes para el intercambio de los  Informes país por país (OCDE), con cargo a la aplicación 15.05.923M.492 de los presupuestos 2023 de la SEH.,
734832,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,21/12/2023,Resolución de la Presidencia del Consejo Superior de Deportes, por la que se concede al ayuntamiento de Alpicat para la construcción de un edificio polivalente,
734825,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,21/12/2023,CONVOCATORIA INSTRUMENTAL SUBVENCIÓN LAIF CITY LIFE TRUJILLO - MERCADO LA HERMELINDA,
734821,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,21/12/2023,CONVOCATORIA INSTRUMENTAL. SUBVENCION LAIF CITY LIFE - SEGIB - II CONCURSO IDEAS VIDA URBANA,
734820,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,21/12/2023,CONVOCATORIA INSTRUMENTAL SUBVENCIÓN LAIF CITY LIFE TEC DE MONTERREY,
734818,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,21/12/2023,CONVOCATORIA INSTRUMENTAL SUBVENCIÓN LAIF CITY LIFE JOAO PESSOA - BRASIL -  MOVILIDAD,
734706,NO,ESTADO,MINISTERIO DE VIVIENDA Y AGENDA URBANA,DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA,21/12/2023,CONV. COLABORACIÓN ENTRE LA DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA  DEL MITMA Y LA ENTIDAD PÚBLICA EMPRESARIAL FUNDACIÓ MIES VAN DER ROHE PARA LA REALIZACION CONJUNTA DE ACTIVIDADES DE DIFUSIÓN DE LA ARQUITECTURA.,
